Pregunta,Respuesta,Categoría,Fuente
¿Qué es el Consejo Directivo de la Universidad Privada Antenor Orrego? (11),"El Consejo Directivo es el órgano colegiado de gestión, dirección y ejecución académica y administrativa de la Universidad Privada Antenor Orrego. Su propósito es garantizar el cumplimiento de los fines de la universidad en los ámbitos de educación, investigación, proyección social y extensión universitaria. Esto forma parte del correcto funcionamiento del Consejo Directivo de la UPAO.",Generalidades,Artículo 1
¿Quiénes son los miembros del Consejo Directivo? (12),"El Consejo Directivo está conformado por el rector (quien lo preside), los vicerrectores, los decanos de facultades, el decano de la Escuela de Posgrado, dos representantes de la Asociación Civil Promotora, dos representantes estudiantiles y un representante de los graduados. Además, el secretario general participa con derecho a voz pero sin voto. Esto forma parte del correcto funcionamiento del Consejo Directivo de la UPAO.",Generalidades,Artículo 4
¿Qué ocurre en caso de ausencia del Rector en el Consejo Directivo? (13),"En caso de ausencia temporal del rector, preside el Consejo Directivo el Vicerrector Académico. Si también está ausente, preside el Vicerrector de Investigación. En última instancia, lo hace el decano de facultad con mayor antigüedad docente en la Universidad. Esto forma parte del correcto funcionamiento del Consejo Directivo de la UPAO.",Funcionamiento,Artículo 5
¿Qué funciones tiene el presidente del Consejo Directivo? (14),"El rector como presidente del Consejo Directivo ejerce funciones como convocar y dirigir sesiones, emitir voto dirimente en caso de empate, refrendar acuerdos, autorizar su publicación y velar por el cumplimiento del reglamento y los acuerdos adoptados. Esto forma parte del correcto funcionamiento del Consejo Directivo de la UPAO.",Atribuciones,Artículo 9
¿Cómo se desarrolla una sesión ordinaria del Consejo Directivo? (15),"Una sesión ordinaria inicia con la constatación del quórum, la aprobación de actas anteriores, el despacho de documentos, presentación de informes, pedidos de los miembros, tratamiento de la Orden del Día, y finaliza con el cierre por parte del rector o su representante. Esto forma parte del correcto funcionamiento del Consejo Directivo de la UPAO.",Desarrollo de Sesiones,Artículo 20
¿Qué es el Consejo Directivo de la Universidad Privada Antenor Orrego? (16),"El Consejo Directivo es el órgano colegiado de gestión, dirección y ejecución académica y administrativa de la Universidad Privada Antenor Orrego. Su propósito es garantizar el cumplimiento de los fines de la universidad en los ámbitos de educación, investigación, proyección social y extensión universitaria. Esto forma parte del correcto funcionamiento del Consejo Directivo de la UPAO.",Generalidades,Artículo 1
¿Quiénes son los miembros del Consejo Directivo? (17),"El Consejo Directivo está conformado por el rector (quien lo preside), los vicerrectores, los decanos de facultades, el decano de la Escuela de Posgrado, dos representantes de la Asociación Civil Promotora, dos representantes estudiantiles y un representante de los graduados. Además, el secretario general participa con derecho a voz pero sin voto. Esto forma parte del correcto funcionamiento del Consejo Directivo de la UPAO.",Generalidades,Artículo 4
¿Qué ocurre en caso de ausencia del Rector en el Consejo Directivo? (18),"En caso de ausencia temporal del rector, preside el Consejo Directivo el Vicerrector Académico. Si también está ausente, preside el Vicerrector de Investigación. En última instancia, lo hace el decano de facultad con mayor antigüedad docente en la Universidad. Esto forma parte del correcto funcionamiento del Consejo Directivo de la UPAO.",Funcionamiento,Artículo 5
¿Qué funciones tiene el presidente del Consejo Directivo? (19),"El rector como presidente del Consejo Directivo ejerce funciones como convocar y dirigir sesiones, emitir voto dirimente en caso de empate, refrendar acuerdos, autorizar su publicación y velar por el cumplimiento del reglamento y los acuerdos adoptados. Esto forma parte del correcto funcionamiento del Consejo Directivo de la UPAO.",Atribuciones,Artículo 9
¿Cómo se desarrolla una sesión ordinaria del Consejo Directivo? (20),"Una sesión ordinaria inicia con la constatación del quórum, la aprobación de actas anteriores, el despacho de documentos, presentación de informes, pedidos de los miembros, tratamiento de la Orden del Día, y finaliza con el cierre por parte del rector o su representante. Esto forma parte del correcto funcionamiento del Consejo Directivo de la UPAO.",Desarrollo de Sesiones,Artículo 20
